age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
64,Non-Private,222966,4,Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
38,Private,115289,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
41,Non-Private,220821,13,Married,Managerial-Specialist,Husband,White,Male,7688,0,40,US,1
49,Private,160647,13,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
42,Private,103089,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,1506,0,40,US,0
51,Private,194259,13,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
39,Private,98776,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,50,US,1
18,Private,101709,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,15,US,0
54,Private,283725,14,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
32,Private,50178,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
35,Non-Private,154410,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
59,Private,124137,9,Non-Married,Other,Non-Husband,White,Male,2202,0,40,US,0
38,Non-Private,203988,16,Married,Managerial-Specialist,Husband,White,Male,99999,0,55,US,1
18,Private,88440,9,Married,Other,Non-Husband,White,Female,0,0,36,US,0
56,Private,186556,10,Married,Other,Husband,White,Male,0,0,50,US,1
33,Private,160261,11,Married,Other,Husband,Non-White,Male,0,0,10,US,0
22,Private,46561,11,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
42,Private,180985,11,Married,Other,Husband,White,Male,0,0,52,US,0
42,Private,128354,13,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
20,Private,117767,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
38,Non-Private,115215,6,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
20,Private,398166,7,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
70,Private,135601,13,Married,Managerial-Specialist,Husband,White,Male,20051,0,35,US,1
22,Private,255252,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
42,Non-Private,99185,13,Married,Other,Husband,White,Male,0,0,50,US,1
59,Private,109015,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
40,Private,96055,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,0
35,Private,261646,9,Married,Other,Husband,White,Male,0,0,55,US,0
22,Private,91189,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
22,Non-Private,269474,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
26,Private,164488,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,13550,0,50,US,1
37,Private,66686,9,Married,Other,Husband,White,Male,0,0,40,US,1
42,Private,102606,13,Married,Other,Husband,White,Male,0,0,40,US,1
25,Non-Private,165457,13,Non-Married,Other,Non-Husband,Non-White,Male,2463,0,40,US,0
20,Private,167868,9,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
17,Private,31007,6,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
24,Non-Private,191269,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,65,US,0
19,Private,307496,10,Non-Married,Other,Non-Husband,White,Female,0,0,23,US,0
41,Non-Private,34895,13,Non-Married,Other,Non-Husband,White,Female,0,0,43,US,0
24,Non-Private,142404,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
43,Private,26252,10,Non-Married,Other,Non-Husband,Non-White,Female,0,0,36,US,0
34,Private,263150,10,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,1
22,Private,299047,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,30,US,0
45,Private,205100,13,Married,Managerial-Specialist,Husband,White,Male,15024,0,60,US,1
31,Private,574005,13,Married,Other,Husband,White,Male,0,0,44,US,1
35,Private,222868,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
21,Private,221955,5,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
74,Non-Private,92298,13,Married,Managerial-Specialist,Husband,White,Male,0,0,10,US,0
46,Private,189498,13,Married,Managerial-Specialist,Husband,White,Male,0,1848,45,US,1
66,Private,142501,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,3,US,0
36,Private,183892,9,Non-Married,Other,Non-Husband,White,Male,8614,0,45,US,1
67,Non-Private,141797,4,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
35,Private,180419,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
20,Private,284737,10,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
39,Private,197150,9,Non-Married,Other,Non-Husband,White,Male,0,0,50,Non-US,0
22,Private,211678,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
40,Private,168071,9,Non-Married,Other,Non-Husband,White,Male,0,0,28,US,0
27,Non-Private,115438,9,Married,Other,Husband,White,Male,0,0,60,Non-US,1
34,Non-Private,41210,9,Married,Other,Husband,White,Male,0,0,60,US,0
19,Non-Private,56424,8,Non-Married,Other,Non-Husband,Non-White,Male,0,0,20,US,0
27,Private,263728,9,Married,Other,Husband,White,Male,3137,0,50,US,0
48,Private,145041,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,Non-US,0
47,Non-Private,149218,9,Married,Other,Husband,White,Male,0,0,35,US,0
43,Private,118308,13,Married,Managerial-Specialist,Husband,White,Male,0,1977,50,US,1
23,Non-Private,186634,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,16,US,0
17,Non-Private,244856,7,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
38,Private,257735,5,Married,Other,Husband,White,Male,0,0,40,US,0
39,Private,30269,11,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
29,Private,220692,11,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
58,Non-Private,61474,9,Married,Other,Husband,White,Male,0,0,55,US,1
27,Private,34273,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,1876,36,Non-US,0
56,Non-Private,67841,9,Married,Other,Husband,White,Male,0,0,40,US,0
25,Private,22546,13,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,0
37,Non-Private,347491,12,Married,Other,Husband,White,Male,0,0,40,US,1
18,Non-Private,28357,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
50,Non-Private,139157,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,60,US,1
21,Non-Private,42706,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,30,US,0
28,Private,100829,13,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,1
34,Private,118551,13,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
36,Non-Private,36270,9,Married,Other,Husband,White,Male,0,1977,65,US,1
35,Private,301369,8,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
31,Private,364657,10,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
33,Private,22405,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,72,US,0
38,Private,179481,9,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
34,Non-Private,80933,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
22,Private,247734,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
31,Private,152940,10,Married,Other,Husband,White,Male,0,0,40,US,0
20,Private,209955,10,Non-Married,Other,Non-Husband,White,Male,0,0,25,US,0
24,Private,189924,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,60,US,0
29,Private,89598,13,Married,Managerial-Specialist,Non-Husband,White,Female,0,2057,35,US,0
22,Private,482082,7,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,Non-US,0
37,Non-Private,227253,1,Married,Other,Husband,White,Male,0,0,30,Non-US,0
39,Private,201410,9,Married,Other,Husband,White,Male,0,0,40,US,0
30,Private,110622,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,Non-US,0
33,Private,154950,13,Married,Other,Husband,White,Male,0,0,50,US,0
22,Private,279901,9,Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
35,Private,117528,13,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
38,Non-Private,143517,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
21,Private,34918,9,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
20,Private,197752,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,16,US,0
25,Private,324372,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
32,Non-Private,199539,10,Married,Other,Husband,White,Male,0,0,40,US,1
28,Private,116372,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,60,US,0
42,Private,409902,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,25,US,0
29,Private,200511,13,Married,Other,Husband,White,Male,0,0,50,US,0
37,Non-Private,102936,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,55,US,0
31,Private,49469,15,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,50,US,0
22,Private,364342,11,Non-Married,Other,Non-Husband,Non-White,Female,0,0,25,US,0
48,Private,105357,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
44,Private,172307,13,Married,Managerial-Specialist,Husband,White,Male,7688,0,50,US,1
45,Non-Private,255456,14,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,50,Non-US,1
47,Private,362654,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
46,Private,269045,7,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,US,0
65,Non-Private,131417,3,Married,Other,Husband,White,Male,1797,0,21,US,0
65,Private,146159,4,Non-Married,Other,Non-Husband,Non-White,Female,0,1668,31,US,0
36,Non-Private,77146,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
50,Private,338033,10,Non-Married,Other,Non-Husband,White,Male,0,0,32,US,0
42,Private,282062,5,Married,Other,Husband,White,Male,0,0,40,US,0
43,Private,346189,14,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
46,Non-Private,349230,11,Married,Other,Husband,White,Male,0,1848,40,US,1
37,Private,94331,8,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
17,Private,218124,7,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
45,Private,122002,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,US,0
26,Private,174592,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
33,Private,637222,8,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
25,Non-Private,260754,13,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
27,Private,135520,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,Non-US,0
21,Private,214956,10,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
26,Private,98155,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
33,Private,287908,10,Married,Other,Husband,Non-White,Male,0,0,50,US,1
48,Non-Private,171926,15,Married,Managerial-Specialist,Husband,White,Male,15024,0,50,US,1
22,Private,120518,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
35,Non-Private,42044,12,Married,Other,Husband,White,Male,0,0,40,US,0
48,Private,148995,10,Married,Other,Husband,White,Male,0,0,60,US,0
29,Non-Private,237028,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
31,Private,144124,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
56,Non-Private,323639,14,Married,Managerial-Specialist,Husband,White,Male,0,0,25,US,0
33,Private,118710,11,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
35,Private,193241,10,Married,Managerial-Specialist,Husband,White,Male,0,0,38,US,0
62,Private,143312,10,Non-Married,Other,Non-Husband,White,Female,0,0,60,US,0
35,Private,310290,9,Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
46,Non-Private,214627,16,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,1
42,Private,235786,12,Married,Other,Husband,White,Male,0,0,50,US,1
44,Private,115562,10,Married,Other,Husband,White,Male,0,0,40,US,0
57,Non-Private,343447,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
18,Private,126125,9,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
62,Non-Private,236247,9,Married,Other,Husband,White,Male,0,0,20,US,0
42,Private,191342,14,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,Non-US,1
32,Non-Private,308955,12,Married,Managerial-Specialist,Husband,White,Male,0,0,20,US,0
36,Private,174938,13,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
35,Non-Private,403489,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
43,Private,191196,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
19,Private,189574,9,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
36,Private,128392,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,4787,0,40,US,1
42,Private,195508,7,Married,Other,Husband,Non-White,Male,0,0,40,US,0
47,Non-Private,294671,9,Married,Other,Husband,White,Male,0,0,55,US,1
36,Private,123151,7,Married,Other,Husband,White,Male,0,0,60,US,0
25,Private,170786,5,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
38,Private,287701,7,Married,Other,Husband,White,Male,0,0,48,US,1
26,Private,241852,8,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
42,Private,143046,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
32,Non-Private,171091,9,Married,Other,Husband,White,Male,0,0,40,US,0
28,Private,239753,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
23,Private,224217,7,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
33,Private,199248,10,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
26,Non-Private,48099,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
29,Private,200515,10,Married,Managerial-Specialist,Husband,White,Male,0,0,38,US,0
39,Non-Private,305597,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
47,Private,47343,14,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
80,Private,216073,3,Married,Other,Husband,White,Male,0,0,32,US,0
46,Private,64563,14,Married,Managerial-Specialist,Husband,White,Male,0,1887,45,US,1
34,Private,260560,13,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
32,Private,232766,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
19,Private,202102,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
54,Private,391016,13,Married,Other,Husband,White,Male,0,0,40,US,1
51,Private,88856,14,Married,Managerial-Specialist,Husband,White,Male,0,2415,40,US,1
35,Private,220098,9,Married,Other,Non-Husband,White,Female,0,0,40,US,1
47,Private,155659,9,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,0
59,Private,226922,9,Non-Married,Other,Non-Husband,White,Female,0,1762,30,US,0
27,Private,152246,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,Non-US,0
67,Private,228200,9,Married,Other,Non-Husband,Non-White,Female,0,0,20,US,0
41,Private,147372,9,Married,Managerial-Specialist,Husband,White,Male,0,0,48,US,0
25,Private,193787,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,60,US,0
27,Private,330466,13,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
42,Private,32981,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
55,Private,72812,9,Non-Married,Other,Non-Husband,White,Male,0,0,36,US,0
35,Private,30673,8,Married,Other,Husband,White,Male,0,0,84,US,0
75,Private,71898,1,Non-Married,Other,Non-Husband,Non-White,Female,0,0,48,Non-US,0
56,Private,157749,10,Married,Other,Husband,White,Male,0,0,60,US,1
44,Private,172032,11,Married,Managerial-Specialist,Husband,White,Male,7298,0,51,US,1
23,Private,274797,9,Non-Married,Other,Non-Husband,White,Male,0,0,25,US,0
34,Non-Private,152109,9,Married,Other,Husband,White,Male,0,0,40,US,0
46,Private,173243,10,Married,Other,Husband,White,Male,5178,0,40,US,1
29,Private,190756,7,Married,Other,Husband,White,Male,0,0,44,US,0
50,Private,287927,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,16,US,0
42,Private,247019,9,Married,Other,Husband,Non-White,Male,0,0,40,US,1
30,Private,55291,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
31,Private,209538,10,Married,Managerial-Specialist,Husband,White,Male,0,0,55,US,0
56,Non-Private,236676,9,Married,Other,Husband,White,Male,0,0,50,US,1
19,Private,93518,10,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
55,Private,43064,7,Married,Other,Husband,White,Male,0,0,30,US,0
39,Private,183898,12,Married,Other,Husband,White,Male,7688,0,60,Non-US,1
29,Non-Private,289991,14,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
37,Non-Private,103474,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
30,Private,312667,9,Married,Other,Husband,White,Male,0,0,40,US,0
26,Private,201663,14,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,US,0
29,Private,131714,6,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,25,US,0
34,Private,189759,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
41,Non-Private,187462,11,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
33,Private,148261,10,Married,Other,Husband,White,Male,0,0,40,US,0
23,Private,102652,9,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
24,Private,109667,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,15,US,0
37,Non-Private,143368,16,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,0
60,Private,173960,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,42,US,0
31,Private,87891,12,Married,Other,Husband,White,Male,0,0,60,US,0
50,Non-Private,363405,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
32,Private,198183,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,0
60,Private,31577,11,Married,Other,Husband,White,Male,0,0,40,US,0
42,Private,168103,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
29,Private,105598,10,Non-Married,Other,Non-Husband,White,Male,0,0,58,US,0
61,Private,166124,9,Married,Other,Husband,White,Male,0,0,40,US,1
50,Private,153931,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
47,Private,31141,14,Married,Other,Husband,White,Male,0,0,40,US,1
68,Private,211287,14,Married,Managerial-Specialist,Husband,White,Male,0,2392,40,US,1
51,Private,63424,14,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
44,Private,297991,12,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,50,US,0
22,Non-Private,40767,10,Married,Other,Husband,White,Male,0,0,40,US,0
30,Private,343699,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
59,Private,128258,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,38,US,0
21,Private,197583,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
63,Private,205246,9,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,0
40,Private,239708,7,Married,Other,Husband,White,Male,0,0,55,US,0
40,Non-Private,163725,13,Married,Managerial-Specialist,Husband,White,Male,7688,0,40,US,1
